node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CAV1	ESR1	9606.ENSP00000339191	9606.ENSP00000405330	0	0	0	0	0	0.4	0	0.734	0.834
CAV1	SMAD1	9606.ENSP00000339191	9606.ENSP00000426568	0	0	0	0	0	0	0.9	0.131	0.909
CAV1	ITGB1	9606.ENSP00000339191	9606.ENSP00000379350	0	0	0	0	0.132	0	0.9	0.392	0.942
CAV1	SRC	9606.ENSP00000339191	9606.ENSP00000362680	0	0	0	0	0	0.389	0.9	0.886	0.992
CCNB1	CCND1	9606.ENSP00000256442	9606.ENSP00000227507	0	0	0	0.65	0.096	0.064	0.9	0.861	0.935
CCNB1	CDKN1B	9606.ENSP00000256442	9606.ENSP00000228872	0	0	0	0	0	0.994	0	0.649	0.998
CCNB1	RB1	9606.ENSP00000256442	9606.ENSP00000267163	0	0	0	0	0.064	0.4	0	0.555	0.728
CCNB1	EGFR	9606.ENSP00000256442	9606.ENSP00000275493	0	0	0	0	0	0.085	0	0.722	0.735
CCNB1	TP53BP1	9606.ENSP00000256442	9606.ENSP00000371475	0	0	0	0	0.064	0.547	0	0.447	0.745
CCNB1	MYC	9606.ENSP00000256442	9606.ENSP00000479618	0	0	0	0	0.096	0.354	0	0.685	0.8
CCNB1	CDH1	9606.ENSP00000256442	9606.ENSP00000261769	0	0	0	0	0	0.532	0	0.707	0.857
CCNB1	RAD51	9606.ENSP00000256442	9606.ENSP00000372088	0	0	0	0	0.652	0.307	0	0.484	0.865
CCNB1	TP53	9606.ENSP00000256442	9606.ENSP00000269305	0	0	0	0	0.092	0.129	0	0.878	0.896
CCNB1	HIST3H3	9606.ENSP00000256442	9606.ENSP00000355657	0	0	0	0	0.062	0.126	0.9	0.13	0.919
CCNB1	STAT5A	9606.ENSP00000256442	9606.ENSP00000341208	0	0	0	0	0	0	0.9	0.256	0.922
CCNB1	CCND3	9606.ENSP00000256442	9606.ENSP00000362082	0	0	0	0.655	0.077	0.064	0.9	0.763	0.93
CCNB1	HIST1H2BA	9606.ENSP00000256442	9606.ENSP00000274764	0	0	0	0	0.061	0.064	0.9	0.313	0.931
CCNB1	PCNA	9606.ENSP00000256442	9606.ENSP00000368458	0	0	0	0	0.807	0.527	0	0.372	0.937
CCNB1	MYT1	9606.ENSP00000256442	9606.ENSP00000327465	0	0	0	0	0	0.124	0.9	0.376	0.94
CCNB1	CHEK1	9606.ENSP00000256442	9606.ENSP00000388648	0	0	0	0	0.739	0.072	0	0.821	0.953
CCNB1	CCNE1	9606.ENSP00000256442	9606.ENSP00000262643	0	0	0	0.636	0.368	0	0.9	0.802	0.953
CCNB1	STMN1	9606.ENSP00000256442	9606.ENSP00000410452	0	0	0	0	0.331	0	0.9	0.367	0.954
CCNB1	CHEK2	9606.ENSP00000256442	9606.ENSP00000372023	0	0	0	0	0.688	0.32	0	0.802	0.954
CCNB1	E2F1	9606.ENSP00000256442	9606.ENSP00000345571	0	0	0	0	0.249	0.169	0.9	0.54	0.967
CCNB1	WEE1	9606.ENSP00000256442	9606.ENSP00000402084	0	0	0	0	0.212	0.266	0.9	0.803	0.987
CCNB1	CDKN1A	9606.ENSP00000256442	9606.ENSP00000384849	0	0	0	0	0	0.774	0.9	0.744	0.993
CCNB1	FOXM1	9606.ENSP00000256442	9606.ENSP00000342307	0	0	0	0	0.811	0.349	0.9	0.827	0.997
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0	0	0	0.969	0.999	0.9	0.983	0.999
CCNB1	PLK1	9606.ENSP00000256442	9606.ENSP00000300093	0	0	0	0	0.936	0.772	0.9	0.942	0.999
CCNB1	CDC25C	9606.ENSP00000256442	9606.ENSP00000321656	0	0	0	0	0.78	0.474	0.9	0.939	0.999
CCND1	MMP2	9606.ENSP00000227507	9606.ENSP00000219070	0	0	0	0	0.139	0	0	0.676	0.709
CCND1	RPS6KB1	9606.ENSP00000227507	9606.ENSP00000225577	0	0	0	0	0	0	0	0.794	0.794
CCND1	KAT2A	9606.ENSP00000227507	9606.ENSP00000225916	0	0	0	0	0.061	0	0.9	0.244	0.922
CCND1	IRS1	9606.ENSP00000227507	9606.ENSP00000304895	0	0	0	0	0.1	0	0	0.696	0.715
CCND1	PTK2	9606.ENSP00000227507	9606.ENSP00000341189	0	0	0	0	0.076	0	0	0.707	0.718
CCND1	JAG1	9606.ENSP00000227507	9606.ENSP00000254958	0	0	0	0	0.092	0	0	0.71	0.727
CCND1	CHEK2	9606.ENSP00000227507	9606.ENSP00000372023	0	0	0	0	0.088	0	0	0.727	0.741
CCND1	MAPK14	9606.ENSP00000227507	9606.ENSP00000229795	0	0	0	0	0	0	0	0.741	0.742
CCND1	MAPK3	9606.ENSP00000227507	9606.ENSP00000263025	0	0	0	0	0	0	0	0.75	0.75
CCND1	MCL1	9606.ENSP00000227507	9606.ENSP00000358022	0	0	0	0	0	0	0	0.752	0.752
CCND1	YAP1	9606.ENSP00000227507	9606.ENSP00000478927	0	0	0	0	0.317	0	0	0.657	0.756
CCND1	POU5F1	9606.ENSP00000227507	9606.ENSP00000259915	0	0	0	0	0	0	0	0.768	0.768
CCND1	SOX2	9606.ENSP00000227507	9606.ENSP00000323588	0	0	0	0	0	0	0	0.769	0.77
CCND1	SRC	9606.ENSP00000227507	9606.ENSP00000362680	0	0	0	0	0.068	0.305	0	0.682	0.776
CCND1	CD44	9606.ENSP00000227507	9606.ENSP00000398632	0	0	0	0	0	0	0	0.78	0.78
CCND1	ERBB3	9606.ENSP00000227507	9606.ENSP00000267101	0	0	0	0	0.061	0.125	0	0.756	0.782
CCND1	EIF4E	9606.ENSP00000227507	9606.ENSP00000425561	0	0	0	0	0	0	0	0.787	0.787
CCND1	MTOR	9606.ENSP00000227507	9606.ENSP00000354558	0	0	0	0	0.062	0	0	0.804	0.809
CCND1	CDH1	9606.ENSP00000227507	9606.ENSP00000261769	0	0	0	0	0	0.294	0	0.763	0.825
CCND1	ERBB2	9606.ENSP00000227507	9606.ENSP00000269571	0	0	0	0	0.098	0.43	0	0.799	0.888
CCND1	PGR	9606.ENSP00000227507	9606.ENSP00000325120	0	0	0	0	0	0.43	0	0.817	0.892
CCND1	PTEN	9606.ENSP00000227507	9606.ENSP00000361021	0	0	0	0	0	0	0	0.893	0.893
CCND1	CCND3	9606.ENSP00000227507	9606.ENSP00000362082	0	0	0	0.943	0.05	0	0.9	0.84	0.905
CCND1	EGFR	9606.ENSP00000227507	9606.ENSP00000275493	0	0	0	0	0.2	0.157	0	0.886	0.917
CCND1	CCNE1	9606.ENSP00000227507	9606.ENSP00000262643	0	0	0	0.67	0.063	0.057	0.9	0.844	0.93
CCND1	GATA3	9606.ENSP00000227507	9606.ENSP00000368632	0	0	0	0	0.062	0	0.9	0.434	0.942
CCND1	HIST1H2BA	9606.ENSP00000227507	9606.ENSP00000274764	0	0	0	0	0	0	0.9	0.498	0.947
CCND1	PCNA	9606.ENSP00000227507	9606.ENSP00000368458	0	0	0	0	0.063	0.379	0.9	0.388	0.959
CCND1	JAK2	9606.ENSP00000227507	9606.ENSP00000371067	0	0	0	0	0	0	0.9	0.622	0.96
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0.061	0.379	0	0.942	0.963
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000479618	0	0	0	0	0.069	0	0	0.963	0.964
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0.064	0.132	0.9	0.713	0.973
CCND1	SMAD4	9606.ENSP00000227507	9606.ENSP00000341551	0	0	0	0	0.061	0	0.9	0.736	0.973
CCND1	STAT5A	9606.ENSP00000227507	9606.ENSP00000341208	0	0	0	0	0.049	0.067	0.9	0.744	0.974
CCND1	FOXM1	9606.ENSP00000227507	9606.ENSP00000342307	0	0	0	0	0.078	0	0.9	0.758	0.975
CCND1	NOTCH1	9606.ENSP00000227507	9606.ENSP00000277541	0	0	0	0	0.057	0	0.9	0.824	0.982
CCND1	CDK1	9606.ENSP00000227507	9606.ENSP00000378699	0	0	0	0	0.095	0.767	0.72	0.775	0.985
CCND1	ESR1	9606.ENSP00000227507	9606.ENSP00000405330	0	0	0	0	0	0.384	0.9	0.858	0.99
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0.061	0.313	0.9	0.901	0.992
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0.062	0.522	0.9	0.858	0.992
CCND1	STAT3	9606.ENSP00000227507	9606.ENSP00000264657	0	0	0	0	0.049	0.457	0.9	0.894	0.993
CCND1	CTNNB1	9606.ENSP00000227507	9606.ENSP00000344456	0	0	0	0	0.081	0.472	0.9	0.921	0.995
CCND1	CDKN1B	9606.ENSP00000227507	9606.ENSP00000228872	0	0	0	0	0.061	0.833	0.9	0.827	0.996
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.084	0.993	0.9	0.857	0.999
CCND3	CDKN1B	9606.ENSP00000362082	9606.ENSP00000228872	0	0	0	0	0.061	0.993	0.9	0.713	0.999
CCND3	CCNE1	9606.ENSP00000362082	9606.ENSP00000262643	0	0	0	0.648	0.064	0.057	0.9	0.794	0.93
CCND3	RB1	9606.ENSP00000362082	9606.ENSP00000267163	0	0	0	0	0.062	0.522	0.9	0.573	0.978
CCND3	STAT5A	9606.ENSP00000362082	9606.ENSP00000341208	0	0	0	0	0.088	0.067	0.9	0.405	0.942
CCND3	E2F1	9606.ENSP00000362082	9606.ENSP00000345571	0	0	0	0	0.041	0.132	0.9	0.545	0.957
CCND3	PCNA	9606.ENSP00000362082	9606.ENSP00000368458	0	0	0	0	0.063	0.379	0.8	0.357	0.915
CCND3	JAK2	9606.ENSP00000362082	9606.ENSP00000371067	0	0	0	0	0.061	0	0.9	0.325	0.931
CCND3	CDKN2A	9606.ENSP00000362082	9606.ENSP00000418915	0	0	0	0	0	0	0.9	0.589	0.957
CCND3	CDK1	9606.ENSP00000362082	9606.ENSP00000378699	0	0	0	0	0.064	0.796	0.72	0.756	0.985
CCND3	CDKN1A	9606.ENSP00000362082	9606.ENSP00000384849	0	0	0	0	0.061	0.993	0.9	0.712	0.999
CCNE1	CDKN1B	9606.ENSP00000262643	9606.ENSP00000228872	0	0	0	0	0.063	0.994	0.9	0.736	0.999
CCNE1	CDC25C	9606.ENSP00000262643	9606.ENSP00000321656	0	0	0	0	0.288	0.185	0	0.645	0.776
CCNE1	STAT5A	9606.ENSP00000262643	9606.ENSP00000341208	0	0	0	0	0	0	0.9	0.172	0.913
CCNE1	WEE1	9606.ENSP00000262643	9606.ENSP00000402084	0	0	0	0	0.147	0.266	0.9	0.503	0.964
CCNE1	FOXM1	9606.ENSP00000262643	9606.ENSP00000342307	0	0	0	0	0.198	0.405	0.9	0.453	0.97
CCNE1	MYC	9606.ENSP00000262643	9606.ENSP00000479618	0	0	0	0	0.077	0.139	0.9	0.679	0.971
CCNE1	E2F1	9606.ENSP00000262643	9606.ENSP00000345571	0	0	0	0	0.246	0.388	0.9	0.592	0.978
CCNE1	TP53	9606.ENSP00000262643	9606.ENSP00000269305	0	0	0	0	0.063	0.123	0.9	0.771	0.978
CCNE1	RB1	9606.ENSP00000262643	9606.ENSP00000267163	0	0	0	0	0.064	0.576	0.9	0.603	0.982
CCNE1	PCNA	9606.ENSP00000262643	9606.ENSP00000368458	0	0	0	0	0.271	0.845	0.9	0.339	0.991
CCNE1	CDK1	9606.ENSP00000262643	9606.ENSP00000378699	0	0	0	0	0.305	0.619	0.9	0.827	0.994
CCNE1	CDKN1A	9606.ENSP00000262643	9606.ENSP00000384849	0	0	0	0	0.063	0.994	0.9	0.751	0.999
CD274	IRF1	9606.ENSP00000370989	9606.ENSP00000245414	0	0	0	0	0.185	0	0	0.684	0.731
CD274	STAT3	9606.ENSP00000370989	9606.ENSP00000264657	0	0	0	0	0.063	0	0	0.86	0.863
CD274	TP53	9606.ENSP00000370989	9606.ENSP00000269305	0	0	0	0	0.063	0	0	0.755	0.76
CD274	EGFR	9606.ENSP00000370989	9606.ENSP00000275493	0	0	0	0	0	0	0	0.869	0.869
CD274	LCK	9606.ENSP00000370989	9606.ENSP00000337825	0	0	0	0	0.061	0	0.9	0.349	0.933
CD274	PTEN	9606.ENSP00000370989	9606.ENSP00000361021	0	0	0	0	0	0	0	0.832	0.832
CD274	TNFRSF4	9606.ENSP00000370989	9606.ENSP00000368538	0	0	0	0	0.088	0	0	0.704	0.718
CD274	JAK2	9606.ENSP00000370989	9606.ENSP00000371067	0	0	0	0	0.097	0	0	0.726	0.742
CD44	MMP2	9606.ENSP00000398632	9606.ENSP00000219070	0	0	0	0	0.068	0	0.9	0.642	0.963
CD44	TWIST1	9606.ENSP00000398632	9606.ENSP00000242261	0	0	0	0	0.055	0	0.8	0.586	0.915
CD44	IRF1	9606.ENSP00000398632	9606.ENSP00000245414	0	0	0	0	0.071	0	0.9	0.247	0.924
CD44	POU5F1	9606.ENSP00000398632	9606.ENSP00000259915	0	0	0	0	0	0	0	0.794	0.794
CD44	CDH1	9606.ENSP00000398632	9606.ENSP00000261769	0	0	0	0	0	0	0	0.838	0.838
CD44	STAT3	9606.ENSP00000398632	9606.ENSP00000264657	0	0	0	0	0.064	0.313	0	0.866	0.907
CD44	TP53	9606.ENSP00000398632	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.867	0.914
CD44	ERBB2	9606.ENSP00000398632	9606.ENSP00000269571	0	0	0	0	0	0.379	0.8	0.845	0.979
CD44	EGFR	9606.ENSP00000398632	9606.ENSP00000275493	0	0	0	0	0.099	0.379	0	0.871	0.921
CD44	NOTCH1	9606.ENSP00000398632	9606.ENSP00000277541	0	0	0	0	0	0	0	0.71	0.71
CD44	KIT	9606.ENSP00000398632	9606.ENSP00000288135	0	0	0	0	0	0	0	0.786	0.786
CD44	SOX2	9606.ENSP00000398632	9606.ENSP00000323588	0	0	0	0	0	0	0	0.766	0.766
CD44	TRIM25	9606.ENSP00000398632	9606.ENSP00000323889	0	0	0	0	0.076	0	0.9	0.07	0.906
CD44	LCK	9606.ENSP00000398632	9606.ENSP00000337825	0	0	0	0	0	0.447	0	0.742	0.851
CD44	NF2	9606.ENSP00000398632	9606.ENSP00000344666	0	0	0	0	0.063	0.411	0	0.792	0.875
CD44	SRC	9606.ENSP00000398632	9606.ENSP00000362680	0	0	0	0	0	0.389	0	0.744	0.837
CD44	ITGB1	9606.ENSP00000398632	9606.ENSP00000379350	0	0	0	0	0.095	0.313	0	0.896	0.93
CD44	PTPRC	9606.ENSP00000398632	9606.ENSP00000411355	0	0	0	0	0.083	0.447	0	0.897	0.943
CDC25C	MAPK3	9606.ENSP00000321656	9606.ENSP00000263025	0	0	0	0	0.052	0.522	0	0.464	0.736
CDC25C	TP53	9606.ENSP00000321656	9606.ENSP00000269305	0	0	0	0	0.091	0.379	0.9	0.876	0.992
CDC25C	PLK1	9606.ENSP00000321656	9606.ENSP00000300093	0	0	0	0	0.608	0.416	0.9	0.92	0.997
CDC25C	FOXM1	9606.ENSP00000321656	9606.ENSP00000342307	0	0	0	0	0.615	0.087	0	0.501	0.81
CDC25C	PRKAR1A	9606.ENSP00000321656	9606.ENSP00000376475	0	0	0	0	0.062	0	0.9	0	0.902
CDC25C	PDPK1	9606.ENSP00000321656	9606.ENSP00000344220	0	0	0	0	0	0	0.9	0.096	0.905
CDC25C	YWHAB	9606.ENSP00000321656	9606.ENSP00000361930	0	0	0	0	0.061	0.619	0.9	0.296	0.971
CDC25C	WEE1	9606.ENSP00000321656	9606.ENSP00000402084	0	0	0	0	0.119	0.412	0.9	0.841	0.99
CDC25C	YWHAZ	9606.ENSP00000321656	9606.ENSP00000379287	0	0	0	0	0.061	0.915	0.9	0.123	0.992
CDC25C	CHEK1	9606.ENSP00000321656	9606.ENSP00000388648	0	0	0	0	0.425	0.571	0.9	0.951	0.998
CDC25C	CHEK2	9606.ENSP00000321656	9606.ENSP00000372023	0	0	0	0	0.203	0.6	0.9	0.969	0.998
CDC25C	CDK1	9606.ENSP00000321656	9606.ENSP00000378699	0	0	0	0	0.702	0.571	0.9	0.945	0.999
CDH1	MMP2	9606.ENSP00000261769	9606.ENSP00000219070	0	0	0	0	0	0	0	0.761	0.761
CDH1	SERPINE1	9606.ENSP00000261769	9606.ENSP00000223095	0	0	0	0	0	0	0	0.725	0.726
CDH1	TWIST1	9606.ENSP00000261769	9606.ENSP00000242261	0	0	0	0	0.049	0	0	0.922	0.923
CDH1	SNAI1	9606.ENSP00000261769	9606.ENSP00000244050	0	0	0	0	0	0.278	0.9	0.968	0.997
CDH1	VASP	9606.ENSP00000261769	9606.ENSP00000245932	0	0	0	0	0	0.101	0.9	0.33	0.934
CDH1	POU5F1	9606.ENSP00000261769	9606.ENSP00000259915	0	0	0	0	0.108	0.262	0	0.824	0.874
CDH1	ESR1	9606.ENSP00000261769	9606.ENSP00000405330	0	0	0	0	0	0	0	0.701	0.701
CDH1	CDKN2A	9606.ENSP00000261769	9606.ENSP00000418915	0	0	0	0	0	0.057	0	0.702	0.706
CDH1	PDCD4	9606.ENSP00000261769	9606.ENSP00000280154	0	0	0	0	0	0	0	0.707	0.707
CDH1	RAB11A	9606.ENSP00000261769	9606.ENSP00000261890	0	0	0	0	0	0.053	0	0.711	0.715
CDH1	SOX2	9606.ENSP00000261769	9606.ENSP00000323588	0	0	0	0	0	0	0	0.798	0.799
CDH1	STAT3	9606.ENSP00000261769	9606.ENSP00000264657	0	0	0	0	0	0	0	0.831	0.831
CDH1	CLDN7	9606.ENSP00000261769	9606.ENSP00000353475	0	0	0	0	0.549	0	0	0.648	0.834
CDH1	MYC	9606.ENSP00000261769	9606.ENSP00000479618	0	0	0	0	0	0.064	0	0.842	0.846
CDH1	PRKCA	9606.ENSP00000261769	9606.ENSP00000408695	0	0	0	0	0	0	0.8	0.296	0.853
CDH1	PTEN	9606.ENSP00000261769	9606.ENSP00000361021	0	0	0	0	0	0.313	0	0.802	0.859
CDH1	ERBB2	9606.ENSP00000261769	9606.ENSP00000269571	0	0	0	0	0.123	0.101	0	0.845	0.867
CDH1	NOTCH1	9606.ENSP00000261769	9606.ENSP00000277541	0	0	0	0	0	0.121	0	0.862	0.873
CDH1	TP53	9606.ENSP00000261769	9606.ENSP00000269305	0	0	0	0	0	0	0	0.89	0.891
CDH1	PIK3R1	9606.ENSP00000261769	9606.ENSP00000428056	0	0	0	0	0	0.263	0.9	0.222	0.937
CDH1	CDH3	9606.ENSP00000261769	9606.ENSP00000264012	0	0	0	0.955	0.223	0.294	0.9	0.74	0.942
CDH1	PIK3CA	9606.ENSP00000261769	9606.ENSP00000263967	0	0	0	0	0	0	0.9	0.517	0.949
CDH1	MAPK3	9606.ENSP00000261769	9606.ENSP00000263025	0	0	0	0	0	0	0.9	0.678	0.966
CDH1	IGF1R	9606.ENSP00000261769	9606.ENSP00000268035	0	0	0	0	0	0.056	0.9	0.746	0.974
CDH1	SMAD4	9606.ENSP00000261769	9606.ENSP00000341551	0	0	0	0	0	0.064	0.9	0.796	0.979
CDH1	SMAD3	9606.ENSP00000261769	9606.ENSP00000332973	0	0	0	0	0	0.064	0.9	0.803	0.98
CDH1	SRC	9606.ENSP00000261769	9606.ENSP00000362680	0	0	0	0	0.041	0.388	0.9	0.858	0.99
CDH1	EGFR	9606.ENSP00000261769	9606.ENSP00000275493	0	0	0	0	0.062	0.513	0.9	0.917	0.995
CDH1	CTNNB1	9606.ENSP00000261769	9606.ENSP00000344456	0	0	0	0	0.061	0.998	0.9	0.958	0.999
CDH3	CTNNB1	9606.ENSP00000264012	9606.ENSP00000344456	0	0	0	0	0	0.867	0.9	0.727	0.996
CDK1	CDKN1B	9606.ENSP00000378699	9606.ENSP00000228872	0	0	0	0	0.051	0.9	0	0.656	0.964
CDK1	RAB11A	9606.ENSP00000378699	9606.ENSP00000261890	0	0	0	0	0.063	0.095	0.9	0.154	0.918
CDK1	RB1	9606.ENSP00000378699	9606.ENSP00000267163	0	0	0	0	0.063	0.478	0.9	0.547	0.974
CDK1	TP53	9606.ENSP00000378699	9606.ENSP00000269305	0	0	0	0	0.095	0.395	0	0.867	0.921
CDK1	HIST1H2BA	9606.ENSP00000378699	9606.ENSP00000274764	0	0	0	0	0.061	0.05	0.9	0.346	0.933
CDK1	GJA1	9606.ENSP00000378699	9606.ENSP00000282561	0	0	0	0	0	0	0.8	0.213	0.835
CDK1	TSC1	9606.ENSP00000378699	9606.ENSP00000298552	0	0	0	0	0	0.379	0	0.598	0.74
CDK1	PLK1	9606.ENSP00000378699	9606.ENSP00000300093	0	0	0	0.627	0.963	0.267	0.9	0.961	0.998
CDK1	TUBA1A	9606.ENSP00000378699	9606.ENSP00000301071	0	0	0	0	0.063	0.07	0.9	0.159	0.916
CDK1	MAP2K1	9606.ENSP00000378699	9606.ENSP00000302486	0	0	0.34	0.697	0.064	0.191	0.9	0.501	0.936
CDK1	MYT1	9606.ENSP00000378699	9606.ENSP00000327465	0	0	0	0	0.051	0.439	0.9	0.601	0.975
CDK1	FOXM1	9606.ENSP00000378699	9606.ENSP00000342307	0	0	0	0	0.84	0.424	0.9	0.748	0.997
CDK1	E2F1	9606.ENSP00000378699	9606.ENSP00000345571	0	0	0	0	0.256	0.461	0.9	0.579	0.98
CDK1	HIST3H3	9606.ENSP00000378699	9606.ENSP00000355657	0	0	0	0	0.061	0.195	0.9	0.176	0.929
CDK1	MCL1	9606.ENSP00000378699	9606.ENSP00000358022	0	0	0	0	0.057	0.063	0	0.792	0.801
CDK1	SRC	9606.ENSP00000378699	9606.ENSP00000362680	0	0	0.259	0.648	0.062	0.093	0.9	0.75	0.937
CDK1	PCNA	9606.ENSP00000378699	9606.ENSP00000368458	0	0	0	0	0.983	0.756	0	0.443	0.997
CDK1	TP53BP1	9606.ENSP00000378699	9606.ENSP00000371475	0	0	0	0	0.104	0.562	0	0.778	0.905
CDK1	RAD51	9606.ENSP00000378699	9606.ENSP00000372088	0	0	0	0	0.808	0.164	0	0.609	0.931
CDK1	CDKN2A	9606.ENSP00000378699	9606.ENSP00000418915	0	0	0	0	0	0.185	0	0.732	0.773
CDK1	MYC	9606.ENSP00000378699	9606.ENSP00000479618	0	0	0	0	0.124	0.384	0	0.675	0.809
CDK1	CHEK1	9606.ENSP00000378699	9606.ENSP00000388648	0	0	0.287	0.726	0.853	0.331	0	0.939	0.929
CDK1	STMN1	9606.ENSP00000378699	9606.ENSP00000410452	0	0	0	0	0.782	0.379	0.9	0.4	0.99
CDK1	CDKN1A	9606.ENSP00000378699	9606.ENSP00000384849	0	0	0	0	0.051	0.858	0.9	0.828	0.997
CDK1	WEE1	9606.ENSP00000378699	9606.ENSP00000402084	0	0	0	0	0.191	0.612	0.9	0.967	0.998
CDKN1A	CDKN1B	9606.ENSP00000384849	9606.ENSP00000228872	0	0	0	0.739	0	0.689	0.9	0.872	0.974
CDKN1A	STAT3	9606.ENSP00000384849	9606.ENSP00000264657	0	0	0	0	0.074	0.513	0.9	0.547	0.976
CDKN1A	RB1	9606.ENSP00000384849	9606.ENSP00000267163	0	0	0	0	0.055	0.41	0.9	0.699	0.981
CDKN1A	TP53	9606.ENSP00000384849	9606.ENSP00000269305	0	0	0	0	0	0.696	0.9	0.97	0.999
CDKN1A	SMAD3	9606.ENSP00000384849	9606.ENSP00000332973	0	0	0	0	0	0.294	0.9	0.709	0.977
CDKN1A	SMAD4	9606.ENSP00000384849	9606.ENSP00000341551	0	0	0	0	0	0.513	0.9	0.597	0.978
CDKN1A	PDPK1	9606.ENSP00000384849	9606.ENSP00000344220	0	0	0	0	0	0	0.9	0.21	0.917
CDKN1A	E2F1	9606.ENSP00000384849	9606.ENSP00000345571	0	0	0	0	0.052	0.435	0.9	0.617	0.976
CDKN1A	PCNA	9606.ENSP00000384849	9606.ENSP00000368458	0	0	0	0	0.063	0.994	0.9	0.321	0.999
CDKN1A	JAK2	9606.ENSP00000384849	9606.ENSP00000371067	0	0	0	0	0	0.084	0.9	0.349	0.935
CDKN1A	TP53BP1	9606.ENSP00000384849	9606.ENSP00000371475	0	0	0	0	0	0.673	0	0.477	0.821
CDKN1A	CHEK2	9606.ENSP00000384849	9606.ENSP00000372023	0	0	0	0	0.087	0	0	0.689	0.703
CDKN1A	ESR1	9606.ENSP00000384849	9606.ENSP00000405330	0	0	0	0	0	0.379	0	0.559	0.714
CDKN1A	FOXO3	9606.ENSP00000384849	9606.ENSP00000385824	0	0	0	0	0	0.366	0	0.723	0.817
CDKN1A	CHEK1	9606.ENSP00000384849	9606.ENSP00000388648	0	0	0	0	0.061	0.305	0	0.798	0.857
CDKN1A	HIF1A	9606.ENSP00000384849	9606.ENSP00000437955	0	0	0	0	0	0	0.9	0.399	0.937
CDKN1A	CREB1	9606.ENSP00000384849	9606.ENSP00000387699	0	0	0	0	0	0	0.9	0.413	0.938
CDKN1A	CDKN2A	9606.ENSP00000384849	9606.ENSP00000418915	0	0	0	0	0.081	0	0.9	0.815	0.981
CDKN1A	MYC	9606.ENSP00000384849	9606.ENSP00000479618	0	0	0	0	0	0.378	0.9	0.945	0.996
CDKN1B	TSC2	9606.ENSP00000228872	9606.ENSP00000219476	0	0	0	0	0	0.467	0	0.699	0.833
CDKN1B	STAT3	9606.ENSP00000228872	9606.ENSP00000264657	0	0	0	0	0.051	0	0	0.697	0.701
CDKN1B	NOTCH1	9606.ENSP00000228872	9606.ENSP00000277541	0	0	0	0	0.066	0	0	0.723	0.73
CDKN1B	STMN1	9606.ENSP00000228872	9606.ENSP00000410452	0	0	0	0	0	0.472	0	0.52	0.736
CDKN1B	PCNA	9606.ENSP00000228872	9606.ENSP00000368458	0	0	0	0	0.063	0.685	0	0.2	0.743
CDKN1B	SRC	9606.ENSP00000228872	9606.ENSP00000362680	0	0	0	0	0	0.336	0	0.661	0.766
CDKN1B	EGFR	9606.ENSP00000228872	9606.ENSP00000275493	0	0	0	0	0	0	0	0.772	0.772
CDKN1B	PTEN	9606.ENSP00000228872	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.794	0.799
CDKN1B	MYC	9606.ENSP00000228872	9606.ENSP00000479618	0	0	0	0	0	0.442	0	0.682	0.815
CDKN1B	MYH11	9606.ENSP00000228872	9606.ENSP00000379616	0	0	0	0	0	0	0.9	0.108	0.907
CDKN1B	PDPK1	9606.ENSP00000228872	9606.ENSP00000344220	0	0	0	0	0	0	0.9	0.165	0.912
CDKN1B	SMAD3	9606.ENSP00000228872	9606.ENSP00000332973	0	0	0	0	0	0	0.9	0.429	0.94
CDKN1B	YWHAB	9606.ENSP00000228872	9606.ENSP00000361930	0	0	0	0	0	0.379	0.9	0.172	0.944
CDKN1B	SMAD4	9606.ENSP00000228872	9606.ENSP00000341551	0	0	0	0	0.1	0	0.9	0.442	0.945
CDKN1B	YWHAZ	9606.ENSP00000228872	9606.ENSP00000379287	0	0	0	0	0	0.379	0.9	0.215	0.947
CDKN1B	E2F1	9606.ENSP00000228872	9606.ENSP00000345571	0	0	0	0	0.052	0.129	0.9	0.578	0.96
CDKN1B	RB1	9606.ENSP00000228872	9606.ENSP00000267163	0	0	0	0	0.061	0.149	0.9	0.609	0.964
CDKN1B	CDKN2A	9606.ENSP00000228872	9606.ENSP00000418915	0	0	0	0	0	0	0.9	0.741	0.973
CDKN1B	JAK2	9606.ENSP00000228872	9606.ENSP00000371067	0	0	0	0	0.061	0.472	0.9	0.578	0.976
CDKN1B	TP53	9606.ENSP00000228872	9606.ENSP00000269305	0	0	0	0	0	0.065	0.9	0.831	0.982
